time,seconds_elapsed,altitude,speedAccuracy,bearingAccuracy,latitude,altitudeAboveMeanSeaLevel,bearing,horizontalAccuracy,verticalAccuracy,longitude,speed
1681731860999226000,852.8312260742188,86.43078989908099,2.36170525656364,10.340339095013766,51.886216038307275,29.8407897464931,193.05496215820312,4.7640535806457525,3.3359152437562347,-8.48272540322804,10.14394694138324
1681731861999216600,853.8312165527344,86.78239108808339,2.3663612559275586,10.875443454604298,51.88613492295544,30.192390935495496,194.07057189941406,4.765611067047498,3.333689876161734,-8.482761692469905,9.66950144287562
1681731862999206700,854.8312065429687,87.07752652000636,2.3702595311846717,10.956443980952802,51.88605336196231,30.487526367418468,195.16061401367188,4.764622207786708,3.335103034368587,-8.48279869743984,9.61015537759989
1681731863999196200,855.8311960449219,87.4639305267483,2.3948755769623005,11.0545095660566,51.88597086588431,30.87393037416041,195.16061401367188,4.762745351683495,3.3377827592289595,-8.482831739684611,9.625486598969431
1681731864999186700,856.8311867675782,87.76386380009353,2.3660913536244825,10.765479820322724,51.885886562190215,31.17386364750564,196.1714630126953,4.7634272353207265,3.336809555038102,-8.482870034354889,9.750420738956882
1681731865999177500,857.8311774902344,87.96570879872888,2.3523358352805706,10.398152412662474,51.88579824632638,31.375708646140993,197.39556884765625,4.759833541718302,3.3419338245875307,-8.482915205173843,9.981283410148873
1681731866999167000,858.8311669921875,88.13723219092935,2.3750583412774344,10.172093906794835,51.88571114360732,31.547232038341463,200.1663360595703,4.763251835482819,3.337059931220654,-8.482964548459483,10.219245356777682
1681731867999157200,859.8311572265625,87.58091832511127,2.354209574858276,10.053146191269208,51.88562767133359,30.99091817252338,202.60870361328125,4.7660218256812446,3.3331026071693106,-8.483023214478537,10.160062866431003
1681731868999147000,860.8311469726563,87.48464227002114,2.4139867489833966,10.639214108124099,51.88554804557065,30.89464211743325,205.11595153808594,4.768513808062262,3.3295364685055455,-8.483086400810762,9.683140285589051
1681731869999137800,861.8311376953125,86.8881235299632,2.428514669666113,10.77188767594142,51.885470905920776,30.298123377375305,205.11595153808594,4.7712569690764415,3.325604301150142,-8.483143893216205,9.48627071443769
1681731870999127300,862.8311271972656,86.59134345781058,2.4381526435181837,11.121523182062703,51.88539086862821,30.00134330522269,203.0667724609375,4.770804205518686,3.3262537884824814,-8.483192288047697,9.385601789614983
1681731871999117600,863.8311176757812,86.02381109725684,2.4137442572178376,10.738883864819813,51.88530766376445,29.43381094466895,203.0667724609375,4.768030882452615,3.330228000718114,-8.483244437962666,9.650664845443123
1681731872999107300,864.831107421875,85.438507437706,2.3923980902450963,10.258044763029353,51.88522136073078,28.848507285118103,201.91622924804688,4.765442201367876,3.3339312617705423,-8.483299610134477,9.9920775226923
1681731873999098000,865.8310981445312,84.67686373647302,2.343599585440615,9.74964925215958,51.885135401707366,28.086863583885133,201.91622924804688,4.762848817490443,3.3376351170430123,-8.483350455431486,10.296113686600181
1681731874999087900,866.831087890625,84.17762076295912,2.389386627001783,10.321115830138643,51.8850551106177,27.587620610371232,201.812744140625,4.763007151093232,3.3374091615238872,-8.483398861854027,9.994573637800897
1681731875999077400,867.8310773925781,84.05119174532592,2.3779320809884403,10.7714968038081,51.88497528750074,27.461191592738032,201.812744140625,4.756954429483982,3.346030721407316,-8.483455796994518,9.497715673971191
1681731876999068400,868.831068359375,84.06416524760425,2.4761593297933815,12.439377745473418,51.884905650239475,27.47416509501636,202.46688842773438,4.755813209993427,3.3476525722423536,-8.483501264365541,8.443915752917748
1681731877999057700,869.8310576171875,84.28973173163831,2.5554554437834383,14.35400180932788,51.884844597465595,27.69973157905042,202.46688842773438,4.756829041303651,3.346208975034139,-8.483546392705351,7.5374095263343905
1681731878999048000,870.8310478515625,84.1983415838331,2.638126117279291,16.92011007867793,51.88479179929598,27.608341431245208,202.46688842773438,4.76032303158786,3.3412365477055053,-8.483582204831963,6.633657848633078
1681731879999037700,871.8310375976563,84.05923201702535,2.7123753459469997,19.063732331723944,51.88474098480641,27.46923186443746,201.91598510742188,4.76217627110808,3.338594643811072,-8.483616137819814,6.045111144763431
1681731880999028200,872.8310283203125,84.05095581430942,2.81882551416927,23.538986973755954,51.88470065601514,27.460955661721528,201.91598510742188,4.762810337947417,3.3376900271789847,-8.483644725436816,5.092385878290972
1681731881999018000,873.8310180664063,84.02712460793555,2.905021208546712,27.23525294258935,51.88466135305507,27.437124455347657,201.91598510742188,4.759886721633186,3.341858080470941,-8.483669220193857,4.545395398227026
1681731882999008500,874.8310085449219,83.98981858696789,3.013194866000651,35.78286788711532,51.88463217885089,27.399818434379995,201.91598510742188,4.761544530075599,3.3394955788106646,-8.483686193129206,3.611273953481184
1681731883998999000,875.8309990234375,83.92136682756245,3.1325091214041114,46.39359521569906,51.884608656002364,27.33136667497456,200.4000701904297,4.764929101387093,3.334664554575651,-8.48369875397344,2.9163836462616994
1681731884998988500,876.8309885253906,83.95765755046159,3.2224492011119827,63.43948453169547,51.8845914997336,27.3676573978737,200.4000701904297,4.766993439122401,3.33171286039971,-8.483706363111885,2.19457694234718
1681731885998978000,877.8309780273438,83.95567395538092,2.5521902572281716,180,51.88458840451608,27.365673802793026,200.4000701904297,4.7687412616084375,3.3292106891306847,-8.483714705290373,0
1681731886998968800,878.83096875,83.88865537941456,3.7709387723524723,180,51.88458264296505,27.298655226826668,200.4000701904297,4.771981576039185,3.324564463314166,-8.483725095430788,0
